Nome_Escola,REDE,NO_DISTRITO,ID_LATITUDE,ID_LONGITUDE,Municipio,ANO_CENSO,PK_COD_ENTIDADE,ID_DEPENDENCIA_ADM,Dependencia_Administrativa,UF,Endereco,Nr_Endereco,Complemento_Endereco,Bairro,CEP,DDD,Telefone,Telefone_Publico_1,Fax,Correio_Eletronico,Situacao_Funcionamento,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,FINSLUCRATIVOS,MOD_ATIV_COMPLEMENTAR,FUNC_PREDIO_ESCOLAR,FUNC_SALAS_EMPRESA,FUNC_PRISIONAL,FUNC_TEMPLO_IGREJA,FUNC_CASA_PROFESSOR,FUNC_GALPAO,FUNC_OUTROS,FUNC_SALAS_OUTRA_ESC,NUM_CNPJ_ESCOLA_PRIVADA,NUM_CNPJ_UNIDADE_EXECUTORA,CONVENIADA_PP,TIPO_CONVENIO_PODER_PUBLICO,ACESSIBILIDADE,REFEITORIO,DESPENSA,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,BANHEIRO_CHUVEIRO,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,AGUA_FILTRADA,AGUA_REDE_PUBLICA,AGUA_POCO_ARTESIANO,AGUA_CACIMBA,AGUA_FONTE_RIO,AGUA_INEXISTENTE,ENERGIA_REDE_PUBLICA,ENERGIA_GERADOR,ESGOTO_REDE_PUBLICA,ESGOTO_FOSSA,ESGOTO_INEXISTENTE,INTERNET,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_IMPRESSORA,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_FAX,EQUIP_FOTO,EQUIP_PARABOLICA,EQUIP_COPIADORA,EQUIP_RETRO,EQUIP_TV,EQUIP_VIDEOCASSETE,MATERIAL_ESP_NAO_UTILIZA,MATERIAL_ESP_QUILOMBOLA,MATERIAL_ESP_INDIGENA,EDUCACAO_INDIGENA,LINGUA_INDIGENA,LINGUA_PORTUGUESA,ESPACO_TURMA_PBA,ABRE_FINAL_SEMANA,MOD_ENS_REGULAR,MOD_EDUC_ESPECIAL,MOD_EJA,MATTOTAL,MATEI,MATCRECHE,MATPRE,MATEF,MATEFI,MATEF1,MATEF2,MATEF3,MATEF4,MATEF5,MATEF6,MATEF7,MATEF8,MATEF14AI,MATEF58AF,MATS,MAT1S,MAT2S,MAT3S,MAT4S,MAT5S,MAT6S,MAT7S,MAT8S,MATA,MAT1A,MAT2A,MAT3A,MAT4A,MAT5A,MAT6A,MAT7A,MAT8A,MAT9A,MATEM,MATEM1,MATEM2,MATEM3,MATEM4,MATEMNS,MATEM_EM,MATEM1_EM,MATEM2_EM,MATEM3_EM,MATEM4_EM,MATEMNS_EM,MATEM_I,MATEM1_I,MATEM2_I,MATEM3_I,MATEM4_I,MATEMNS_I,MATEM_N,MATEM1_N,MATEM2_N,MATEM3_N,MATEM4_N,MATEP,MATEPCONC,MATEPSUBSEQ,MATEJA,MATEJAEF,MATEJAEM,MATEJAP,MATEJAPEF,MATEJAP14,MATEJAP58,MATEJAPPJ,MATEJAPEM,MATEJASP,MATEJASPEF,MATEJASP14,MATEJASP58,MATEJASPEM,MATEJAEPEF,MATEJAEPNM,MATEJASPEPEF,MATEJASPEPNM,MATEEINCL,MATESPTOT,MATESP,MATESPEXCLUS,MATESPCLESP
CENTRO DE ATIVIDADES PEDAGOGICAS E ENSINO FUNDAMENTAL CAP,Privada,CAPAO REDONDO,-46.7850503,-23.6676675,SAO PAULO,2012,35162334,4,Privada,São Paulo,AVENIDA FELIPE CARRILLO PUERTO,189,,JARDIM IAE,5890000,11,58248480,58232097,58232097,ESCOLACAP@UOL.COM.BR,Em Atividade,30/1/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,430284000156,430284000156,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,8,8,Não,Não,23,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,344,116,31,85,228,52,57,48,33,38,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,228,52,57,48,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
DI BERCUS BERCARIO E REC INFANTIL,Privada,BUTANTA,-48.9996585,-21.63722776,SAO PAULO,2012,35164215,4,Privada,São Paulo,RUA ALMIRANTE RAMIRO DE SANTA CRUZ ABREU,32,,JD BONFIGLIOLI,5592120,11,37313208,,,DIBERCUS@GLOBO.COM,Em Atividade,6/2/2012,7/12/2012,,Nao oferece,Não,Não,Não,Não,Não,Não,Sim,Não,67002386000141,67002386000141,Não,,Não,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,10,9,Não,Não,12,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,51,51,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ESPACO LIVRE DE CONVIVENCIA ARTISTICA E AMBIENTAL JARDIM COLIBRI S C LTDA,Privada,CAMPO GRANDE,-58.12983302,-30.59757213,SAO PAULO,2012,35814003,4,Privada,São Paulo,RUA JAIME DO ESPIRITO SANTO,77,,VILA SOFIA,4671210,11,56864966,,55245428,JDCOLIBRI@TERRA.COM.BR,Em Atividade,1/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,954587000178,954587000178,Não,,Não,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,5,4,Não,Sim,10,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,55,55,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZ DO FUTURO ESCOLA DE EDUCACAO,Privada,VILA CURUCA,-46.4252633,-23.517279,SAO PAULO,2012,35177192,4,Privada,São Paulo,RUA AVINHADO,270,,VILA NOVA CURUCA,8032320,11,20356775,,,,Em Atividade,23/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,2266840000126,2266840000126,Não,,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,8,8,Não,Sim,19,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,15,12,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,288,95,32,63,193,44,38,43,35,33,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,193,44,38,43,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICA BUM CENTRO DE RECR INF SC LTDA,Privada,PARQUE DO CARMO,-46.47458995,-23.56812704,SAO PAULO,2012,35162851,4,Privada,São Paulo,AV MARIA LUIZA AMERICANO,1640,,PQ DO CARMO,8275000,11,27483923,,27483923,CRICHICABUM@IG.COM.BR,Em Atividade,4/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,929772000102,929772000102,Não,,Não,Sim,Não,Não,Sim,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,6,6,Não,Não,10,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,4,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,71,71,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTAO DA PENHA COLEGIO,Privada,PENHA,-46.5472245,-23.5303782,SAO PAULO,2012,35157405,4,Privada,São Paulo,RUA GENERAL SOCRATES,508,,PENHA DE FRANCA,3632040,11,20980632,,,COLEGIOCRISTAODAPENHA@HOTMAIL.COM,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,9224823000175,9224823000175,Não,,Não,Não,Sim,Não,Não,Não,,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,12,12,Não,Sim,28,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,103,48,32,16,55,8,7,16,11,13,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,55,8,7,16,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MARGARIDA MARIA ORGANIZACAO EDUCACIONAL - OEMAR,Privada,CURSINO,-46.6231989,-23.6131094,SAO PAULO,2012,35107438,4,Privada,São Paulo,RUA JAGUARI,364,,BOSQUE DA SAUDE,4137080,11,22761177,,22761280,OEMAR@OEMAR.ORG.BR,Em Atividade,31/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,46050779000150,46050779000150,Não,,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,37,37,Não,Sim,102,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,36,17,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,657,87,32,55,480,32,34,58,60,59,50,47,80,60,243,237,0,0,0,0,0,0,0,0,0,480,32,34,58,60,59,50,47,80,60,90,40,28,22,0,0,90,40,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREM AZUL ESCOLA,Privada,JABAQUARA,-46.63872567,-23.65360225,SAO PAULO,2012,35171414,4,Privada,São Paulo,RUA SANTA RITA D OESTE,74,,VILA ENCONTRO JAB,4326060,11,55881212,,55881212,SECRETARIA@TREMAZUL.COM.BR,Em Atividade,1/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,59581587000112,59581587000112,Não,,Sim,Sim,Não,Não,Sim,Não,,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Não,9,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,3,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URSINHO CARINHOSO II CENTRO DE RECREACAO INFANTIL,Privada,MANDAQUI,-46.64391143,-23.47914576,SAO PAULO,2012,35329824,4,Privada,São Paulo,AVENIDA DOUTOR FRANCISCO RANIERI,550,,MANDAQUI,2435061,11,22356763,,,ESCOLA@URSINHOCARINHOSO.COM.BR,Em Atividade,1/2/2012,7/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,252138000269,252138000188,Não,,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,6,6,Sim,Não,18,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,53,53,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEIJA FLOR AMARELO HOTELZINHO,Privada,CIDADE ADEMAR,-46.66905761,-23.67077545,SAO PAULO,2012,35448291,4,Privada,São Paulo,AVENIDA YERVANT KISSAJIKIAN,1095,,VILA JOANIZA,4428000,11,55620447,,,HOTELZINHOBEIJAFLORAMARELO@GMAIL.COM,Em Atividade,1/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,9640265000129,9640265000129,Não,,Não,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,6,5,Sim,Sim,10,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,46,46,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASA DA VOVO,Privada,PINHEIROS,-46.67910179,-23.56731083,SAO PAULO,2012,35163867,4,Privada,São Paulo,RUA JOAQUIM ANTUNES,71,,PINHEIROS,5415010,11,30851368,,30832778,NEREIDE@MARCOTEC.COM.BR,Em Atividade,5/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,48880538000164,48880538000164,Não,,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,15,15,Não,Não,15,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,4,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,42,42,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICI COLEGIO,Privada,FREGUESIA DO O,-46.6884045,-23.4927548,SAO PAULO,2012,35189406,4,Privada,São Paulo,RUA MANUEL JUSTINIANO QUINTAO,379,,VILA PALMEIRAS,2728020,11,39316472,,,COLEGIOMEDICI@TERRA.COM.BR,Em Atividade,2/2/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,67007294000154,4778131000155,Não,,Não,Sim,Não,Não,Sim,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Não,12,12,Não,Sim,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,13,10,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,176,63,32,31,113,12,16,12,15,14,8,12,8,16,69,44,0,0,0,0,0,0,0,0,0,113,12,16,12,15,14,8,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PADRE GIORDANO COLEGIO,Privada,PIRITUBA,-46.7114487,-23.4965186,SAO PAULO,2012,35100024,4,Privada,São Paulo,RUA BALTAZAR DA SILVEIRA,360,,PIRITUBA,2931040,11,39766810,,,COLEGIO.PADRE@TERRA.COM.BR,Em Atividade,30/1/2012,17/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,3008097000177,8257639000169,Não,,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,20,20,Não,Sim,43,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,25,20,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,290,87,32,55,180,28,24,17,13,20,12,18,25,23,102,78,0,0,0,0,0,0,0,0,0,180,28,24,17,13,20,12,18,25,23,23,0,12,11,0,0,23,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLIVEIRA FERREIRA COLEGIO,Privada,ANHANGUERA,-49.921875,-5.615985819,SAO PAULO,2012,35293532,4,Privada,São Paulo,RUA BRAZ BALTAZAR DA SILVEIRA,132,143,VILA PERUS,5208160,11,39185584,,39170847,COLEGIOOLIVEIRAF@GLOBO.COM,Em Atividade,30/1/2012,12/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,7238051000103,7238051000103,Não,,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,13,13,Sim,Sim,42,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,15,10,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,412,124,32,92,288,56,59,45,34,35,38,21,0,0,229,59,0,0,0,0,0,0,0,0,0,288,56,59,45,34,35,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
VISAO GLOBAL COLEGIO,Privada,ITAIM PAULISTA,-46.3849767,-23.5031107,SAO PAULO,2012,35801434,4,Privada,São Paulo,RUA CANDIDO DA ROCHA,318,,ITAIM PAULISTA,8121290,11,25660676,,,,Em Atividade,26/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,4162626000155,4162626000155,Não,,Sim,Sim,Sim,Não,Sim,Não,,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,10,10,Não,Não,22,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,10,8,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,117,61,33,28,56,11,16,13,8,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,56,11,16,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERCARIO E RECREACAO INFANTIL LOBINHO,Privada,CIDADE TIRADENTES,-46.41349738,-23.59086575,SAO PAULO,2012,35293684,4,Privada,São Paulo,RUA LOBO GUARA,74,,SANTA ETELVINA,8485170,11,29643311,29640266,29643311,ALESSANDRA-1976@HOTMAIL.COM,Em Atividade,30/1/2012,17/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Sim,Não,5809682000100,5809682000100,Não,,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,10,6,Sim,Sim,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,54,54,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTO NOBRE COLEGIO,Privada,ARTUR ALVIM,-46.4941165,-23.5544705,SAO PAULO,2012,35199680,4,Privada,São Paulo,RUA BRASILINA ILKA BARBOSA FERRAZ,224,,JARDIM BRASILIA,3583010,11,27417831,,,COLEGIOPORTONOBRE@GLOBO.COM,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,2370713000172,2370713000172,Não,,Sim,Sim,Sim,Não,Sim,Não,,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,11,11,Não,Sim,25,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,93,33,33,0,60,9,14,14,13,10,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,9,14,14,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAINT EXUPERY E E I,Privada,VILA FORMOSA,-46.54370111,-23.56326029,SAO PAULO,2012,35163533,4,Privada,São Paulo,RUA PRETORIA,1342,,V FORMOSA,3416000,11,26741124,,26741124,EEI-SAINTEXUPERY@UOL.COM.BR,Em Atividade,9/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,65506032000109,65506032000109,Não,,Sim,Sim,Sim,Não,Sim,Não,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,4,4,Sim,Sim,10,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,2,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIMPOLHO ESCOLA DE EDUCACAO INFANTIL,Privada,AGUA RASA,-46.57069353,-23.56509678,SAO PAULO,2012,35321692,4,Privada,São Paulo,RUA ANALIA FRANCO,218,,AGUA RASA,3344040,11,26051220,,26051220,EIPIMPOLHO@TERRA.COM.BR,Em Atividade,1/2/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,4869035000112,4869035000112,Não,,Não,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,12,6,Sim,Não,12,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,6,4,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,50,50,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN MARTIN COLEGIO,Privada,VILA PRUDENTE,-46.5733006,-23.5859459,SAO PAULO,2012,35287912,4,Privada,São Paulo,RUA PINHEIRO GUIMARAES,278,,PARQUE DA VILA PRUDENTE,3141030,11,23458039,,23455656,COLEGIOSANMARTIN@SUPERIG.COM.BR,Em Atividade,23/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,2861571000146,2861571000146,Não,,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,8,8,Não,Não,25,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,9,5,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,177,73,33,40,104,16,28,32,14,14,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,104,16,28,32,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTRE DE PRIMEIRAS LETRAS NUCL EDUC,Privada,MOOCA,-46.5942427,-23.5669084,SAO PAULO,2012,35163612,4,Privada,São Paulo,RUA CAME,984,,MOOCA,3121020,11,25941078,,25941076,MESTREPLETRAS@UOL.COM.BR,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,97332407000158,97332407000158,Não,,Não,Não,Não,Não,Sim,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,7,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,4,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,53,53,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
